MERCADO;PRIORIDAD;THE NOTE;DIENUM;CLIENTE;SOITEM;TEMPER;ALLOY;LEN;FINISH;RUTA;PRENSA;PZS;KG;X;ESTADO;PESO LINEAL;PXP
GMP;P5 2025 O ;(en blanco);ES-7006     ;2-C.I. ENERGIA SOLAR S.A.;151296-12;T6;6063;5,1;Duranar Sunstorm Silverstorm;PINTURA;PRENSA 5;9;20,7;PENDIENTE;;0,450980392;2,3
GMP;P5 2025 O ;(en blanco);ES-7006     ;2-C.I. ENERGIA SOLAR S.A.;151296-3;T6;6063;6,2;Duranar Sunstorm Silverstorm;PINTURA;PRENSA 5;31;86,8;PENDIENTE;;0,451612903;2,8
GMP;P5 2025 O ;(en blanco);ES-7006     ;2-C.I. ENERGIA SOLAR S.A.;151296-5;T6;6063;6,2;Duranar Arcadia Silver;PINTURA;PRENSA 5;23;64,4;PENDIENTE;;0,451612903;2,8
GMP;P5 2025 O ;(en blanco);ES-7008     ;2-C.I. ENERGIA SOLAR S.A.;151296-2;T5;6005;6,2;Duranar Arcadia Silver;PINTURA;PRENSA 9-2;7;104,72;PENDIENTE;;2,412903226;14,96
GMP;P5 2025 O ;(en blanco);ES-7010A    ;2-C.I. ENERGIA SOLAR S.A.;151296-6;T5;6005;6,2;Duranar Sunstorm Silverstorm;PINTURA;PRENSA 10;5;143,8;PENDIENTE;;4,638709677;28,76
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-7021B    ;2-C.I. ENERGIA SOLAR S.A.;151250-81;T5;6005;5,1;Black Kynar;PINTURA;PRENSA 9;7;130,48;LIBERADO;;3,654901961;18,64
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-7022     ;2-C.I. ENERGIA SOLAR S.A.;151250-82;T5;6005;5,1;Black Kynar;PINTURA;PRENSA 9;5;74,25;LIBERADO;;2,911764706;14,85
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-7023     ;2-C.I. ENERGIA SOLAR S.A.;151250-19;T5;6005;6,2;Black Kynar;PINTURA;PRENSA 9-2;5;83,05;PENDIENTE;;2,679032258;16,61
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-7023     ;2-C.I. ENERGIA SOLAR S.A.;151250-89;T5;6005;5,1;Black Kynar;PINTURA;PRENSA 9-2;4;54,64;PENDIENTE;;2,678431373;13,66
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-7024     ;2-C.I. ENERGIA SOLAR S.A.;151250-20;T5;6005;6,2;Black Kynar;PINTURA;PRENSA 7-2;5;74,95;LIBERADO;;2,417741935;14,99
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-7024     ;2-C.I. ENERGIA SOLAR S.A.;151250-90;T5;6005;5,1;Black Kynar;PINTURA;PRENSA 7-2;4;49,32;LIBERADO;;2,417647059;12,33
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-7026A    ;2-C.I. ENERGIA SOLAR S.A.;151250-21;T5;6005;6,2;Black Kynar;PINTURA;PRENSA 9;7;201,81;PENDIENTE;;4,65;28,83
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-7026A    ;2-C.I. ENERGIA SOLAR S.A.;151250-91;T5;6005;5,1;Black Kynar;PINTURA;PRENSA 9;5;118,55;PENDIENTE;;4,649019608;23,71
GMP;P5 2025 O ;(en blanco);ES-7032     ;2-C.I. ENERGIA SOLAR S.A.;151296-9;T5;6063;6,2;Duranar Arcadia Silver;PINTURA;PRENSA 7-3;7;10,5;PENDIENTE;;0,241935484;1,5
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES8000T-003T;2-C.I. ENERGIA SOLAR S.A.;151250-11;T6;6063;5,1;Mill Finish Alodine;PINTURA_P&D;PRENSA 7-4;15;81,3;LIBERADO;;1,062745098;5,42
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES8000T-003T;2-C.I. ENERGIA SOLAR S.A.;151250-64;T6;6063;5,1;2604 Bermuda Bronze;PINTURA_P&D;PRENSA 7-4;5;27,1;LIBERADO;;1,062745098;5,42
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES8000T-003T;2-C.I. ENERGIA SOLAR S.A.;151250-9;T6;6063;6,2;Mill Finish Alodine;PINTURA_P&D;PRENSA 7-4;164;1080,76;LIBERADO;;1,062903226;6,59
RETAIL;P5 2025 O ;(en blanco);ES8000T-003T;2-C.I. ENERGIA SOLAR S.A.;151295-2;T6;6063;6,2;Mill Finish Alodine;PINTURA_P&D;PRENSA 7-4;75;494,25;PENDIENTE;;1,062903226;6,59
RETAIL;P5 2025 O ;(en blanco);ES8000T-003T;2-C.I. ENERGIA SOLAR S.A.;151295-3;T6;6063;5,1;Mill Finish Alodine;PINTURA_P&D;PRENSA 7-4;28;151,76;PENDIENTE;;1,062745098;5,42
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES8000T-004T;2-C.I. ENERGIA SOLAR S.A.;151250-12;T6;6063;5,1;Duranar Bermuda Bronze;PINTURA_P&D;PRENSA 9-2;8;114,08;PENDIENTE;;2,796078431;14,26
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-8000T-005;2-C.I. ENERGIA SOLAR S.A.;151250-42;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-4;89;244,75;PENDIENTE;;0,443548387;2,75
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-8000T-005;2-C.I. ENERGIA SOLAR S.A.;151250-45;T6;6063;6,2;2604 Black;PINTURA;PRENSA 7-4;13;35,75;PENDIENTE;;0,443548387;2,75
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-8000T-005;2-C.I. ENERGIA SOLAR S.A.;151250-47;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-4;7;19,25;PENDIENTE;;0,443548387;2,75
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-8000T-005;2-C.I. ENERGIA SOLAR S.A.;151250-5;T6;6063;6,2;Duranar Bone White;PINTURA;PRENSA 7-4;21;57,75;PENDIENTE;;0,443548387;2,75
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-8000T-005;2-C.I. ENERGIA SOLAR S.A.;151250-8;T6;6063;6,2;Black Kynar;PINTURA_P&D;PRENSA 7-4;15;41,25;PENDIENTE;;0,443548387;2,75
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-8000T-006;2-C.I. ENERGIA SOLAR S.A.;151250-66;T6;6063;5,1;Mill Finish Alodine;PINTURA;PRENSA 7-4;4;56,76;PENDIENTE;;2,782352941;14,19
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES8000T-009T;2-C.I. ENERGIA SOLAR S.A.;151250-62;T6;6063;5,1;2604 Bermuda Bronze;PINTURA_P&D;PRENSA 7-1;6;88,08;PENDIENTE;;2,878431373;14,68
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES8000T-009T;2-C.I. ENERGIA SOLAR S.A.;151250-63;T6;6063;6,2;2604 Bermuda Bronze;PINTURA_P&D;PRENSA 7-1;5;89,2;PENDIENTE;;2,877419355;17,84
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES8000T-010T;2-C.I. ENERGIA SOLAR S.A.;151250-61;T6;6063;5,1;2604 Bermuda Bronze;PINTURA_P&D;PRENSA 7-4;4;57,16;PENDIENTE;;2,801960784;14,29
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-8000T-011;2-C.I. ENERGIA SOLAR S.A.;151250-70;T5;6005;6,2;Mill Finish Alodine;PINTURA;PRENSA 7-5;6;97,14;PENDIENTE;;2,611290323;16,19
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-8000T-011;2-C.I. ENERGIA SOLAR S.A.;151250-86;T5;6005;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;8;129,52;PENDIENTE;;2,611290323;16,19
RETAIL;P5 2025 O ;(en blanco);ES-8000T-011;2-C.I. ENERGIA SOLAR S.A.;151295-13;T5;6005;6,2;2604 Black;PINTURA;PRENSA 7-5;5;80,95;PENDIENTE;;2,611290323;16,19
RETAIL;P5 2025 O ;(en blanco);ES-8000T-011;2-C.I. ENERGIA SOLAR S.A.;151295-9;T5;6005;6,2;Mill Finish Alodine;PINTURA;PRENSA 7-5;5;80,95;PENDIENTE;;2,611290323;16,19
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES8012      ;2-C.I. ENERGIA SOLAR S.A.;151250-69;T5;6005;5,1;2604 Black;PINTURA;PRENSA 10;11;148,83;LIBERADO;;2,652941176;13,53
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES8014      ;2-C.I. ENERGIA SOLAR S.A.;151250-60;T6;6063;6,2;2604 Black;PINTURA;PRENSA 7-3;6;11,16;PENDIENTE;;0,3;1,86
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-9000-030 ;2-C.I. ENERGIA SOLAR S.A.;151261-227;T6;6063;5,1;2604 Black;PINTURA;PRENSA 7-2;4;27,48;PENDIENTE;;1,347058824;6,87
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-9000-031 ;2-C.I. ENERGIA SOLAR S.A.;151261-367;T6;6063;5,4;2604 Bermuda Bronze;PINTURA;PRENSA 10;4;100,28;PENDIENTE;;4,642592593;25,07
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-9000-038 ;2-C.I. ENERGIA SOLAR S.A.;151261-358;T6;6063;5,1;Teka DS733+2601/01L;PINTURA PWR;PRENSA 9;4;43,8;PENDIENTE;;2,147058824;10,95
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-9000-053 ;2-C.I. ENERGIA SOLAR S.A.;151261-59;T5;6063;6,2;Black Kynar;PINTURA;PRENSA 7-5;4;4,92;PENDIENTE;;0,198387097;1,23
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-9000-054 ;2-C.I. ENERGIA SOLAR S.A.;151261-60;T5;6063;6,2;Black Kynar;PINTURA;PRENSA 7-4;4;3,76;PENDIENTE;;0,151612903;0,94
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9001      ;2-C.I. ENERGIA SOLAR S.A.;151261-290;T5;6063;3,8;2604 Bermuda Bronze;PINTURA;PRENSA 7-1;5;50,4;PENDIENTE;;2,652631579;10,08
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9002      ;2-C.I. ENERGIA SOLAR S.A.;151261-128;T5;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 10;5;113,5;PENDIENTE;;3,661290323;22,7
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9002      ;2-C.I. ENERGIA SOLAR S.A.;151261-214;T5;6063;5,1;2604 Bone White;PINTURA;PRENSA 10;4;74,72;PENDIENTE;;3,662745098;18,68
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9002      ;2-C.I. ENERGIA SOLAR S.A.;151261-346;T5;6063;3,8;Embero DS739+2301/02L;PINTURA PWR;PRENSA 10;4;55,68;PENDIENTE;;3,663157895;13,92
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9002      ;2-C.I. ENERGIA SOLAR S.A.;151261-35;T5;6063;6,2;Embero DS739+2301/02L;PINTURA PWR;PRENSA 10;4;90,8;PENDIENTE;;3,661290323;22,7
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9003      ;2-C.I. ENERGIA SOLAR S.A.;151261-183;T5;6063;3,1;2604 Black;PINTURA;PRENSA 7-3;5;39,5;PENDIENTE;;2,548387097;7,9
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9003      ;2-C.I. ENERGIA SOLAR S.A.;151261-280;T5;6063;3;2604 Black;PINTURA;PRENSA 7-3;14;107,1;PENDIENTE;;2,55;7,65
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9003      ;2-C.I. ENERGIA SOLAR S.A.;151261-282;T5;6063;3,2;2604 Arcadia Silver;PINTURA;PRENSA 7-3;4;32,64;PENDIENTE;;2,55;8,16
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9003      ;2-C.I. ENERGIA SOLAR S.A.;151261-308;T5;6063;4,5;2604 Bermuda Bronze;PINTURA;PRENSA 7-3;4;45,88;PENDIENTE;;2,548888889;11,47
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9003      ;2-C.I. ENERGIA SOLAR S.A.;151261-320;T5;6063;3,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-3;52;410,8;PENDIENTE;;2,548387097;7,9
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9003      ;2-C.I. ENERGIA SOLAR S.A.;151261-6;T5;6063;3,1;Duranar Bermuda Bronze;PINTURA;PRENSA 7-3;9;71,1;PENDIENTE;;2,548387097;7,9
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9003      ;2-C.I. ENERGIA SOLAR S.A.;151261-74;T5;6063;3,1;Embero DS739+2301/02L;PINTURA PWR;PRENSA 7-3;19;150,1;PENDIENTE;;2,548387097;7,9
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9003      ;2-C.I. ENERGIA SOLAR S.A.;151261-75;T5;6063;3,1;Teka DS733+2601/01L;PINTURA PWR;PRENSA 7-3;7;55,3;PENDIENTE;;2,548387097;7,9
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9004      ;2-C.I. ENERGIA SOLAR S.A.;151261-129;T5;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-3;29;70,76;PENDIENTE;;0,393548387;2,44
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9004      ;2-C.I. ENERGIA SOLAR S.A.;151261-175;T5;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-3;6;14,64;PENDIENTE;;0,393548387;2,44
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9004      ;2-C.I. ENERGIA SOLAR S.A.;151261-195;T5;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-3;4;8,04;PENDIENTE;;0,394117647;2,01
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9004      ;2-C.I. ENERGIA SOLAR S.A.;151261-196;T5;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-3;4;8,04;PENDIENTE;;0,394117647;2,01
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9004      ;2-C.I. ENERGIA SOLAR S.A.;151261-22;T5;6063;5,1;Clear Anodized class 1;ANODIZADO;PRENSA 7-3;5;10,05;PENDIENTE;;0,394117647;2,01
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9004      ;2-C.I. ENERGIA SOLAR S.A.;151261-228;T5;6063;5,1;2604 Black;PINTURA;PRENSA 7-3;7;14,07;PENDIENTE;;0,394117647;2,01
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9004      ;2-C.I. ENERGIA SOLAR S.A.;151261-3;T5;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 7-3;4;9,76;PENDIENTE;;0,393548387;2,44
RETAIL;P5 2025 O ;OC 868711-E-PD-ACC-SP5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCKESW 2024                                                                                                                                                                               ;ES9005      ;2-C.I. ENERGIA SOLAR S.A.;151260-5;T5;6063;6,2;Mill Finish;MILL;PRENSA 7-2;76;161,88;PENDIENTE;;0,343548387;2,13
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9006      ;2-C.I. ENERGIA SOLAR S.A.;151261-77;T5;6063;3,1;Embero DS739+2301/02L;PINTURA PWR;PRENSA 7-2;5;45,9;PENDIENTE;;2,961290323;9,18
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9007      ;2-C.I. ENERGIA SOLAR S.A.;151261-319;T5;6063;3,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;4;37;PENDIENTE;;2,983870968;9,25
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9007      ;2-C.I. ENERGIA SOLAR S.A.;151261-76;T5;6063;3,1;Embero DS739+2301/02L;PINTURA PWR;PRENSA 7-2;4;37;PENDIENTE;;2,983870968;9,25
RETAIL;P5 2025 O ;OC 868711-E-PD-ACC-SP5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCKESW 2024                                                                                                                                                                               ;ES9008      ;2-C.I. ENERGIA SOLAR S.A.;151260-1;T5;6063;6,2;Mill Finish;MILL;PRENSA 7-1;37;397,38;PENDIENTE;;1,732258065;10,74
RETAIL;P5 2025 O ;OC 868711-E-PD-ACC-SP5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCKESW 2024                                                                                                                                                                               ;ES9009      ;2-C.I. ENERGIA SOLAR S.A.;151260-2;T5;6063;6,2;Mill Finish;MILL;PRENSA 7-3;36;337,32;PENDIENTE;;1,511290323;9,37
RETAIL;P5 2025 O ;OC 868711-E-PD-ACC-SP5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCKESW 2024                                                                                                                                                                               ;ES9011      ;2-C.I. ENERGIA SOLAR S.A.;151260-6;T5;6063;6,2;Mill Finish;MILL;PRENSA 9-2;31;1016,8;PENDIENTE;;5,290322581;32,8
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9012      ;2-C.I. ENERGIA SOLAR S.A.;151261-159;T6;6063;6,2;2604 Arcadia Silver;PINTURA;PRENSA 7-5;4;77,32;PENDIENTE;;3,117741935;19,33
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9013      ;2-C.I. ENERGIA SOLAR S.A.;151261-188;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;11;245,08;PENDIENTE;;4,368627451;22,28
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9013      ;2-C.I. ENERGIA SOLAR S.A.;151261-275;T6;6063;4,5;2604 Bone White;PINTURA;PRENSA 9-2;5;98,3;PENDIENTE;;4,368888889;19,66
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9013      ;2-C.I. ENERGIA SOLAR S.A.;151261-4;T6;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 9-2;6;162,54;PENDIENTE;;4,369354839;27,09
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9013      ;2-C.I. ENERGIA SOLAR S.A.;151261-5;T6;6063;6,2;Duranar Bone White;PINTURA;PRENSA 9-2;11;297,99;PENDIENTE;;4,369354839;27,09
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9015      ;2-C.I. ENERGIA SOLAR S.A.;151261-369;T6;6063;3,7;Teka DS733+2601/01L;PINTURA PWR;PRENSA 7-2;4;15,92;PENDIENTE;;1,075675676;3,98
RETAIL;P5 2025 O ;OC 868711-E-PD-ACC-SP5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCKESW 2024                                                                                                                                                                               ;ES9016      ;2-C.I. ENERGIA SOLAR S.A.;151260-3;T5;6063;6,2;Mill Finish;MILL;PRENSA 7-5;23;151,57;PENDIENTE;;1,062903226;6,59
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9023      ;2-C.I. ENERGIA SOLAR S.A.;151261-215;T5;6063;6,2;2604 Black;PINTURA;PRENSA 7-2;4;11,84;PENDIENTE;;0,477419355;2,96
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9023      ;2-C.I. ENERGIA SOLAR S.A.;151261-295;T5;6063;5,1;Teka DS733+2601/01L;PINTURA PWR;PRENSA 7-2;4;9,72;PENDIENTE;;0,476470588;2,43
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9027      ;2-C.I. ENERGIA SOLAR S.A.;151261-340;T5;6063;3,8;Clear Anodized class 1;ANODIZADO;PRENSA 5;12;17,52;PENDIENTE;;0,384210526;1,46
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9027      ;2-C.I. ENERGIA SOLAR S.A.;151261-8;T5;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 5;5;11,85;PENDIENTE;;0,382258065;2,37
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9029      ;2-C.I. ENERGIA SOLAR S.A.;151261-312;T5;6063;6,2;Embero DS739+2301/02L;PINTURA PWR;PRENSA 7-3;10;19,3;PENDIENTE;;0,311290323;1,93
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9051      ;2-C.I. ENERGIA SOLAR S.A.;151261-186;T5;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-4;4;4,44;PENDIENTE;;0,179032258;1,11
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9052      ;2-C.I. ENERGIA SOLAR S.A.;151261-179;T5;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-3;18;15,48;PENDIENTE;;0,138709677;0,86
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES9554      ;2-C.I. ENERGIA SOLAR S.A.;151250-79;T5;6063;5,1;Duranar Bone White;PINTURA;PRENSA 7-1;5;90,2;LIBERADO;;3,537254902;18,04
