MERCADO;PRIORIDAD;THE NOTE;DIENUM;CLIENTE;SOITEM;TEMPER;ALLOY;LEN;FINISH;RUTA;PRENSA;PZS;KG;X;ESTADO;PESO LINEAL;PXP
RETAIL;P5 2025 O ;(en blanco);ES 2012B    ;2-C.I. ENERGIA SOLAR S.A.;151251-146;T6;6063;5,7;2604 Bermuda Bronze;PINTURA;PRENSA 7-1;5;49,7;LIBERADO;;1,743859649;9,94
RETAIL;P5 2025 O ;(en blanco);ES 2012B    ;2-C.I. ENERGIA SOLAR S.A.;151251-77;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-1;7;75,67;LIBERADO;;1,743548387;10,81
RETAIL;P5 2025 O ;OC 868716-E_RVSEM6 X - Bodega B2 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                  ;ES 2013     ;2-C.I. ENERGIA SOLAR S.A.;151255-11;T6;6063;6,2;Duranar Bermuda Bronze;PINTURA;PRENSA 7-5;21;16,59;PENDIENTE;;0,127419355;0,79
RETAIL;P5 2025 O ;(en blanco);ES 2013     ;2-C.I. ENERGIA SOLAR S.A.;151251-75;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-5;9;7,11;PENDIENTE;;0,127419355;0,79
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3001     ;2-C.I. ENERGIA SOLAR S.A.;151261-120;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;51;487,56;PENDIENTE;;1,541935484;9,56
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3001     ;2-C.I. ENERGIA SOLAR S.A.;151261-148;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 9-2;74;707,44;PENDIENTE;;1,541935484;9,56
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3001     ;2-C.I. ENERGIA SOLAR S.A.;151261-174;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 9-2;54;424,44;PENDIENTE;;1,541176471;7,86
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3001     ;2-C.I. ENERGIA SOLAR S.A.;151261-189;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;6;47,16;PENDIENTE;;1,541176471;7,86
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3002     ;2-C.I. ENERGIA SOLAR S.A.;151261-11;T6;6063;5,1;Clear Anodized class 1;ANODIZADO;PRENSA 7-5;4;27,16;PENDIENTE;;1,331372549;6,79
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3002     ;2-C.I. ENERGIA SOLAR S.A.;151261-125;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;10;82,5;PENDIENTE;;1,330645161;8,25
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3002     ;2-C.I. ENERGIA SOLAR S.A.;151261-338;T6;6063;3,7;2604 Bone White;PINTURA;PRENSA 7-5;5;24,6;PENDIENTE;;1,32972973;4,92
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3003     ;2-C.I. ENERGIA SOLAR S.A.;151261-216;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-4;5;18,3;PENDIENTE;;0,717647059;3,66
RETAIL;P5 2025 O ;OC 868711-E-PD-ACC-SP5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCKESW 2024                                                                                                                                                                               ;ES 3004     ;2-C.I. ENERGIA SOLAR S.A.;151260-7;T6;6063;6,2;Mill Finish;MILL;PRENSA 7-3;40;149,6;PENDIENTE;;0,603225806;3,74
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3005     ;2-C.I. ENERGIA SOLAR S.A.;151261-123;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;26;287,82;PENDIENTE;;1,785483871;11,07
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3005     ;2-C.I. ENERGIA SOLAR S.A.;151261-146;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 9-2;22;243,54;PENDIENTE;;1,785483871;11,07
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3005     ;2-C.I. ENERGIA SOLAR S.A.;151261-177;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 9-2;4;36,44;PENDIENTE;;1,78627451;9,11
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3005     ;2-C.I. ENERGIA SOLAR S.A.;151261-339;T6;6063;3,7;2604 Bone White;PINTURA;PRENSA 9-2;14;92,54;PENDIENTE;;1,786486486;6,61
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3006     ;2-C.I. ENERGIA SOLAR S.A.;151261-126;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;15;189,9;PENDIENTE;;2,041935484;12,66
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3006     ;2-C.I. ENERGIA SOLAR S.A.;151261-149;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 9-2;34;430,44;PENDIENTE;;2,041935484;12,66
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3006     ;2-C.I. ENERGIA SOLAR S.A.;151261-304;T6;6063;5;2604 Bone White;PINTURA;PRENSA 9-2;29;296,09;PENDIENTE;;2,042;10,21
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3006     ;2-C.I. ENERGIA SOLAR S.A.;151261-305;T6;6063;5;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;22;224,62;PENDIENTE;;2,042;10,21
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3007     ;2-C.I. ENERGIA SOLAR S.A.;151261-124;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;15;201;PENDIENTE;;2,161290323;13,4
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3007     ;2-C.I. ENERGIA SOLAR S.A.;151261-151;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 9-2;50;670;PENDIENTE;;2,161290323;13,4
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3007     ;2-C.I. ENERGIA SOLAR S.A.;151261-306;T6;6063;5;2604 Bone White;PINTURA;PRENSA 9-2;13;140,53;PENDIENTE;;2,162;10,81
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3007     ;2-C.I. ENERGIA SOLAR S.A.;151261-307;T6;6063;5;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;37;399,97;PENDIENTE;;2,162;10,81
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3008     ;2-C.I. ENERGIA SOLAR S.A.;151261-152;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-4;11;94,6;PENDIENTE;;1,387096774;8,6
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3008     ;2-C.I. ENERGIA SOLAR S.A.;151261-207;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-4;12;84,84;PENDIENTE;;1,38627451;7,07
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3008     ;2-C.I. ENERGIA SOLAR S.A.;151261-208;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-4;4;28,28;PENDIENTE;;1,38627451;7,07
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3011     ;2-C.I. ENERGIA SOLAR S.A.;151261-122;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 5;51;65,28;PENDIENTE;;0,206451613;1,28
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3011     ;2-C.I. ENERGIA SOLAR S.A.;151261-150;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 5;111;142,08;PENDIENTE;;0,206451613;1,28
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3011     ;2-C.I. ENERGIA SOLAR S.A.;151261-187;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 5;5;5,25;PENDIENTE;;0,205882353;1,05
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3011     ;2-C.I. ENERGIA SOLAR S.A.;151261-202;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 5;5;5,25;PENDIENTE;;0,205882353;1,05
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3013     ;2-C.I. ENERGIA SOLAR S.A.;151261-121;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;39;62,01;PENDIENTE;;0,256451613;1,59
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3013     ;2-C.I. ENERGIA SOLAR S.A.;151261-147;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-5;49;77,91;PENDIENTE;;0,256451613;1,59
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3013     ;2-C.I. ENERGIA SOLAR S.A.;151261-178;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-5;6;7,86;PENDIENTE;;0,256862745;1,31
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 3024     ;2-C.I. ENERGIA SOLAR S.A.;151261-217;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 9;4;57,24;PENDIENTE;;2,805882353;14,31
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4001     ;2-C.I. ENERGIA SOLAR S.A.;151261-241;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;6;31,98;PENDIENTE;;1,045098039;5,33
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4001     ;2-C.I. ENERGIA SOLAR S.A.;151261-254;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-5;14;74,62;PENDIENTE;;1,045098039;5,33
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4001     ;2-C.I. ENERGIA SOLAR S.A.;151261-261;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-5;4;25,92;PENDIENTE;;1,04516129;6,48
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4002     ;2-C.I. ENERGIA SOLAR S.A.;151261-1;T6;6063;5,1;Clear Anodized class 1;ANODIZADO;PRENSA 7-5;19;99,56;PENDIENTE;;1,02745098;5,24
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4002     ;2-C.I. ENERGIA SOLAR S.A.;151261-2;T6;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 7-5;23;146,51;PENDIENTE;;1,027419355;6,37
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4003     ;2-C.I. ENERGIA SOLAR S.A.;151261-249;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-4;5;26,15;PENDIENTE;;0,843548387;5,23
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4003     ;2-C.I. ENERGIA SOLAR S.A.;151261-255;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-4;29;124,7;PENDIENTE;;0,843137255;4,3
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4003     ;2-C.I. ENERGIA SOLAR S.A.;151261-262;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-4;8;41,84;PENDIENTE;;0,843548387;5,23
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4005     ;2-C.I. ENERGIA SOLAR S.A.;151261-242;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;11;49,39;PENDIENTE;;0,880392157;4,49
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4005     ;2-C.I. ENERGIA SOLAR S.A.;151261-256;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-5;22;98,78;PENDIENTE;;0,880392157;4,49
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4005     ;2-C.I. ENERGIA SOLAR S.A.;151261-263;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-5;21;114,66;PENDIENTE;;0,880645161;5,46
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4006     ;2-C.I. ENERGIA SOLAR S.A.;151261-250;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;26;185,64;PENDIENTE;;1,151612903;7,14
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4006     ;2-C.I. ENERGIA SOLAR S.A.;151261-257;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-5;21;123,27;PENDIENTE;;1,150980392;5,87
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES 4006     ;2-C.I. ENERGIA SOLAR S.A.;151261-264;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-5;14;99,96;PENDIENTE;;1,151612903;7,14
